0.52152,0.7051,0.27218,0.42611,0.502,0.64831,-0.99706,-0.34456,-1.006,-0.73323,1.0869,0.59911,-1.8133,-0.36151,-0.74172,-0.40987,-0.90217,0.16685,0.18657,-1.7094,-1.3723,1.1977,0.34326,0.34587,1.0277,0.6719,1.092,1.5822,0.53156,0.074645,-0.65409,-1.6652,-0.31493
-0.39381,-0.026764,1.3745,1.1364,0.57799,-0.27103,0.31412,1.0074,0.9851,-0.35139,-1.4175,-0.19059,-0.64919,0.55013,0.33115,-1.6482,1.2932,0.021524,0.69659,-1.5158,-0.91673,-0.53047,0.25697,-0.26052,-0.12506,-0.75833,-0.28726,1.0284,-0.63513,-0.30716,0.69657,-0.57736,0.88525
-0.31286,0.0095187,-1.6862,-0.86019,0.23583,1.0108,-0.93773,0.84186,-0.52083,0.15014,0.037835,0.22686,0.61518,1.0527,-0.042595,0.13867,1.3875,0.11351,-0.94303,-0.72313,0.56701,0.46978,-0.27595,-0.60097,-0.79536,1.107,-0.727,-0.066362,0.22692,-0.33718,-1.3484,-0.47199,1.0516
-0.13307,-0.009163,1.9426,0.55128,-0.11672,-0.67658,0.77881,-0.51387,0.24769,0.10179,0.014432,-0.19057,-0.45924,-0.81429,0.05553,-0.38312,-1.1486,-0.4105,1.0529,0.35223,-0.62555,-0.95865,0.26697,0.2785,0.88785,-1.1201,0.89066,0.33127,-0.3636,0.13031,1.111,0.79475,-1.0948
0.17303,-0.26674,-0.35462,-1.4849,0.39857,1.8371,-1.6473,0.77364,-0.504,-0.94402,-0.11825,0.10896,-0.20312,0.21203,0.39841,0.21633,1.0814,1.2079,-1.5368,-0.45839,0.65148,0.77225,-0.72921,0.91533,0.020096,1.3439,-0.80248,0.48313,0.42369,0.43281,-1.1724,-1.3492,0.57503
-0.0084268,1.1732,-1.0475,-0.22514,0.49121,-0.60532,0.20853,-0.62249,-0.40536,0.28186,-0.0091411,0.18533,1.1012,0.91257,-0.42777,0.366,-0.78607,-0.78398,0.38737,0.40845,0.76457,-0.50379,0.1428,-1.0008,-1.1004,-0.048185,0.90372,-0.91451,-0.12923,-0.75716,-0.21129,0.48392,0.43589
-0.37782,-0.0074605,0.47638,0.13511,0.14374,0.43267,-0.011507,0.94491,-0.43155,0.12075,-0.92882,-0.28337,0.29669,-0.038398,-0.08041,-0.20234,0.13755,0.32183,1.3366,-0.9492,0.35143,-2.0184,0.61975,0.738,-0.72691,-1.1135,0.81058,0.13628,-0.20087,0.4179,0.1266,0.8033,0.41291
-0.17391,-0.0083614,-0.52725,-0.3825,0.20935,0.12262,-0.33952,0.10868,-0.41697,0.26952,-0.094226,-0.14072,0.059755,0.14687,-0.20809,-0.16646,0.088061,-0.23875,0.25108,-0.25127,0.52361,-0.45749,-0.25413,-0.39024,-0.14651,-0.12104,0.036707,-0.38699,0.39612,-0.051167,-0.18096,0.36641,0.18633
0.25794,0.94923,-0.079027,-0.57928,0.89798,1.0352,-0.40624,-0.96048,-0.76396,-0.73543,1.242,0.015948,-0.56881,-0.0039109,0.56293,0.3897,0.2409,0.23866,-1.0005,-0.6718,-0.33647,0.89184,-1.0196,-0.062896,1.2753,0.97471,-0.51358,0.63698,1.0429,-1.5045,-0.24269,-0.35329,0.50965
-0.38144,-2.012,1.3428,-0.20231,-0.48889,0.36507,-0.22777,0.97503,-0.10093,0.066078,-0.031773,-0.47515,-0.0016456,-0.93976,0.57255,0.22753,0.79365,0.88445,-0.75446,0.86284,0.0086811,-0.48583,0.15004,1.8081,-0.0076554,-0.33565,-0.60725,-0.14296,0.51033,0.64621,0.20573,0.58316,-0.55902
-0.33215,0.79638,-0.51544,-0.48962,0.68373,0.24605,-0.71872,-0.5287,0.12958,0.14791,-0.21591,0.32072,-0.7507,-0.15631,-0.78923,-0.65023,-0.54398,-0.53267,0.12098,0.30332,-0.25372,0.14495,0.37586,0.026039,0.3699,-0.26493,0.19962,0.51529,-0.11336,0.28265,-0.35182,-0.35804,-0.081259
0.58362,-1.0098,-0.38683,-0.019514,-0.61387,-0.74058,0.15617,-1.1281,-1.6876,-0.71351,1.9921,1.0789,-0.14575,-0.74579,-0.77244,1.058,-1.2673,0.1372,-1.1228,0.86578,-0.34983,1.7745,-0.64629,0.82334,0.66494,0.27899,0.48282,0.31179,1.3888,0.57946,0.60534,-0.30452,-1.044
0.11464,1.1807,0.14178,0.77249,1.6493,0.34446,-0.66493,-0.28572,-0.13649,-0.46728,0.42266,0.6328,-1.6743,0.49781,-0.68134,-1.3533,-0.8632,-0.83209,0.76909,-2.0716,-2.0688,0.22179,1.3251,-0.14709,0.82389,-0.10892,1.8607,1.8834,-0.21636,-0.35319,-0.2476,-1.5364,-0.15045
0.62915,0.45108,0.042479,0.017311,0.033326,0.4777,-0.54243,-0.70296,-0.67867,-0.36284,1.0425,0.73952,-0.93428,0.048765,-0.60122,-0.348,-0.29737,-0.13867,-0.25934,-1.2942,-1.0604,1.1608,0.018091,-0.10234,0.73342,0.86139,0.76755,1.0384,0.51919,0.4113,-0.36393,-0.76921,-0.097187
0.18751,-0.06292,-0.29965,-0.12389,0.015807,-0.27754,0.2174,-0.51805,-0.020553,-0.76273,0.79633,-0.27241,-0.71204,-0.38553,0.47155,0.3014,-0.11917,0.21431,-1.0922,0.27234,-0.56438,1.9239,0.069687,0.33168,0.94359,1.1308,-0.69739,0.23876,0.18743,-1.1733,-0.035807,-0.70127,-0.028084
0.21382,-0.14928,1.0761,0.041984,0.00701,0.89911,-0.86471,0.50426,1.2318,0.87581,-0.99276,0.77036,-0.67982,0.72806,-0.921,-2.4431,0.25049,-0.73307,1.3305,-0.34305,-0.73516,-0.58446,2.1992,-1.0579,0.033173,-0.019074,0.38704,1.1217,-0.7526,1.8611,-0.0048065,-0.8754,-0.46888
