3.6837,3.6092,-4.2238,-0.5891,-5.4504,-6.382,-0.97142,-1.0589,-0.97081,-2.9687,-0.77249,-1.3538,-0.76613,0.10809,-2.7147,-1.6085,-0.52981,-0.74699,-0.86928,-1.434,-1.8798,-0.97529,-1.2148,-1.9724,-1.717,-1.4865,-1.8669,-1.1091,-5.0322,1.3895,-0.71281,-1.0616,-2.7814
-6.4604,-4.7992,2.921,1.538,-0.85858,-0.1732,4.5546,-0.27558,-0.48705,-2.1892,-0.49235,2.0947,-4.5974,-0.31708,5.2543,-1.6794,-0.12346,-0.37447,2.4637,-0.5553,-1.12,-0.4147,-0.288,0.2388,-1.1692,0.04896,2.5923,-0.28914,-1.8198,-1.844,0.084416,-0.32901,-1.5909
-5.7763,-3.5928,-0.39851,3.1181,-1.1404,0.56695,-2.6149,-0.54365,-0.47656,2.1259,-0.45854,3.9136,4.1401,-0.18797,-5.4458,-0.68921,-0.10648,-0.25135,3.0909,-0.26552,-0.43706,-0.49459,-0.59117,-0.22956,-0.16101,-1.451,-2.2373,-0.45378,-0.3889,-1.7782,-0.22805,-0.1905,-0.78389
-6.4836,-6.2681,-3.5466,0.54376,-1.7553,-0.20663,1.956,0.059696,-0.32396,-0.3304,-0.22874,-2.7416,6.1519,-0.57967,1.1746,0.11592,-0.14625,-0.34699,-2.6397,1.1155,1.6512,0.86491,-0.22262,-0.25911,1.8662,1.3919,-1.5581,0.052408,-0.49192,2.9259,0.87455,-0.26013,2.2164
-6.4145,0.9511,3.4786,-1.3467,-3.4334,-6.3752,-1.1882,-0.53251,-0.46838,3.0368,-0.80907,-1.1644,-1.5642,-0.11698,-5.3522,0.89646,-0.50478,-0.12729,-1.5583,-1.2472,-1.4674,-0.71425,-0.53542,0.32923,-1.4686,-1.5711,-1.0238,-0.80939,6.902,-3.0739,-0.58969,-0.3161,-1.7925
-4.9734,1.9338,3.0328,-1.6634,-3.2654,7.4447,-0.8626,-0.32504,-0.6725,1.7729,-0.52419,-2.1248,-1.2128,-1.0639,5.2387,-1.1956,-0.43118,-0.46678,-2.3487,-0.77,1.4137,-0.46949,-0.89613,0.015126,-0.26269,-1.0057,-2.3126,-0.894,-6.7602,-4.2208,0.64284,-0.68159,-5.0079
-5.2312,-1.4982,-1.0926,-0.41788,6.1924,-4.1341,-0.50128,-0.53622,-0.79543,3.0588,-0.54824,-0.6091,-0.50957,0.43804,-1.8279,0.4644,-0.33097,-0.30697,-0.93466,-0.88718,2.6878,-0.73674,-0.69744,3.5534,-1.1187,-1.0037,-0.76437,-0.8365,-3.9642,-2.9769,-0.045158,-0.5091,0.06132
-2.4598,-8.3733,3.1264,-3.1219,0.74798,2.6678,-1.5512,-0.4762,-0.60614,-3.0083,-0.61072,-3.2257,-3.6254,-0.40958,-2.2258,-1.0423,-0.55619,-0.74797,-2.8263,-0.64295,-0.84571,-0.4605,-0.86907,-0.77413,-1.0693,-0.68231,-0.95697,-0.68035,4.5512,1.9132,-0.62607,-0.42185,-0.95039
-5.512,0.011544,-6.0499,-0.60253,3.2959,6.4281,-0.4287,-0.50738,-0.76139,-3.2421,-0.4253,-0.88895,-1.2422,-0.88076,-1.7895,-1.8571,-0.5278,-0.97339,-0.75461,-1.0128,-2.1849,-0.48733,-0.70875,-2.1298,-0.81489,-0.59236,-0.35693,-0.81667,-3.762,-0.94272,-0.89018,-0.4863,6.118
-5.0883,-0.88503,-4.6047,-1.8564,-1.0815,-5.9863,-2.0797,-0.17634,-0.47601,-2.919,-0.20695,-1.8572,-1.4989,-0.47282,6.4326,1.0272,-0.32831,0.19448,-2.0288,-1.0914,-0.40005,-0.59621,-0.59965,-1.3954,0.74958,1.8217,2.2893,-0.77128,4.861,-1.9013,-0.052552,-0.64891,-1.334
